STATION,NAME,DESCRIPTION,LATITUDE,LONGITUDE,STATUS,FIRST_YEAR,LAST_YEAR,TOTAL_YEARS,MISS_YEARS
14002803302,Vermilion River,"Dowling 6 Miles West Of Chelmsford,",46.57112577,-81.31796423,I,1972,2016,25,20
14002803401,Junction Creek,"End Of Mc Charles Lake Road,",46.37904339,-81.25280211,I,1972,1978,7,0
14002803502,Finland Creek,"Upstr.Of Confluence With Copper Cliff Cr,",46.47384702,-81.06678748,I,1972,1976,5,0
14002803702,Spanish River,"At Government Dock In Spanish,",46.18268464,-82.35715561,I,1972,1989,6,12
14002803802,Spanish River,"At Bridge South Of The Town Of Massey,",46.20464227,-82.07454886,I,1973,1989,10,7
14002803883,Spanish River,"At Bridge South Of The Town Of Massey,",46.20464227,-82.07454886,I,1974,2001,28,0
14002803902,Vermilion River,"At Belfour Morgan Township Line,",46.62901489,-81.23909998,I,1973,1976,4,0
14002804002,Junction Creek West Branch,"Lasalle Blvd Sudbury,",46.52215727,-80.97931011,I,1976,1996,20,1
14002804102,Copper Cliff Creek,"At Balsan St.& Smelter Rd.Copper Cliff,",46.47133189,-81.06086148,I,1976,1981,6,0
14002804202,Junction Creek,"At Orell Street Carson,",46.55424977,-80.86589173,I,1976,1991,16,0
14002804302,Nolin Creek,"At Highway No 144,",46.49538177,-81.02395836,I,1976,1990,15,0
14002804402,Finland Creek,"At Power Street Copper Cliff,",46.46943089,-81.07270861,I,1976,1979,4,0
14002804502,Spanish River,"Upstr.From E B Eddy Paper Mill Espanola,",46.27116752,-81.76933098,I,1977,1987,11,0
14002804602,Junction Creek,"Upstream Of Simon Lake At Reserve Road,",46.40280614,-81.17978823,I,1978,1999,20,2
14002804702,Junction Creek,"100 Feet Upstr.Of Sudbury Stp Outfall,",46.46426152,-81.03563648,I,1978,1988,11,0
14002804802,Junction Creek,"At Kelley Lake Road,",46.46667377,-81.03306623,I,1978,1999,20,2
14002804902,Junction Creek,"King Street Sudbury,",46.50431977,-80.98552136,I,1978,1996,18,1
14002805002,Vermillion River,"On Road To Val Therese,",46.68557552,-81.00901936,I,1978,1993,12,4
14002805102,Vermillion River,"Downstream Of Mccharles Lake,",46.38355577,-81.28661861,I,1978,1980,3,0
14002805209,Polishing Pond Effluent,"Above Ministic Creek Agnew Lake Mine,",46.42640727,-81.60077836,I,1978,1980,3,0
14002805302,Ministic Creek,"At High Falls Road Bridge,",46.38309614,-81.51982236,I,1978,1979,2,0
14002805409,Nolin Creek,"At Inco Treatment Effluent,",46.49218952,-81.04066923,I,1978,1980,3,0
14002805502,Spanish River,"Upstr.From Confluence With Aux Sables R.,",46.21059552,-82.04230186,I,1980,1989,10,0
14002805602,Spanish River,"Dnstr.From Espanola South Of Walford,",46.18102952,-82.22446061,I,1980,1989,10,0
14002805702,Spanish River,"3 Miles Dnstr Of E.B.Eddy Plant Espanola,",46.25904002,-81.82876998,I,1980,1989,10,0
14002805802,Vermilion River,"At Highway No. 549,",46.33175552,-81.34276723,I,1981,1996,15,1
14002805902,Whitson River,"At Vermilion River,",46.52815677,-81.28442736,I,1981,1991,11,0
14002806002,Moose Creek,"At Fecunis Lake Outlet,",46.65714289,-81.36058836,I,1981,1983,3,0
14002806102,Junction Creek West,"Notre Dame Ave,  2Nd Culvert, ,N. Of Turner Ave",46.53085839,-80.98164148,I,1982,1989,7,1
14002806202,Junction Creek West,"Notre Dame Ave,  Hwy 69N, ,100M N. Of Turner Ave",46.52667402,-80.98255473,I,1982,1989,3,5
14002806302,Junction Creek West,"Notre Dame Ave,  Hwy 69N, ,1.1 Km N. Of Turner Ave",46.53597277,-80.97929348,I,1982,1983,2,0
14002806402,Aux Sables River,"At Bridge Downstream From Cameron Falls,",46.27644602,-82.15091911,I,1982,1984,3,0
14002806502,Onaping River,"Grassy Cr Dnstr Inco Tailings,",46.65031114,-81.38965273,I,1983,1986,4,0
14002806602,Onaping River,"Grassy Cr Upstr  Moose Creek,",46.64142977,-81.38634773,I,1983,1987,5,0
14002806702,Onaping River,"Moose Cr Upstr Grassy Cr,",46.64174514,-81.38362636,I,1983,1986,4,0
14002806802,Onaping River,"Moose Cr Upstr Levac Mine,",46.65190639,-81.36746548,I,1983,1996,9,5
14002806902,Onaping River,"Highcliff Cr At Hwy 544,",46.63059364,-81.39798423,I,1983,1986,4,0
14002807002,Junction Creek,"Hwy 69 N,  3Rd Culvert N Of Turner Ave,",46.53597277,-80.97929348,I,1983,1983,1,0
14002807102,Junction Creek West,"Turner Ave,  200M W. Of Notre Dame Ave, ,Sudbury",46.52644739,-80.98481873,I,1983,1983,1,0
14002807202,Onaping River,"Moose Lake-Upstream Treatment,",46.64297502,-81.33509561,I,1984,1987,4,0
14002807302,Onaping River,"Mosquito Lake Effluent Stream,",46.63157477,-81.38231611,I,1984,1988,5,0
14002807502,Spanish River,"South Of Buswell Bay,",46.17593539,-82.38729148,I,1987,1987,1,0
14002807602,Onaping River,"At R R Bridge Dnstr. Levack,",46.62884364,-81.39254423,I,1987,1996,9,1
14002807702,Onaping River,"Windy Creek -Upstream Cpr Culvert,",46.60042014,-81.40326211,I,1987,1991,5,0
14002807802,Whitson River,"2Km Dnstr From Hwy 144,",46.55328214,-81.21261336,I,1987,1996,9,1
14002807902,Junction Creek,"Railway Bridge,  Upstream Confluence,West Branch",46.51019102,-80.97227548,I,1988,1993,5,1
14002808002,Junction Creek,"At Mcleod Street,",46.47853102,-81.01085286,I,1988,1991,4,0
14002808102,Nolin Creek,"At Dufferin Street,",46.49736939,-81.00682298,I,1988,1996,8,1
14002808202,Pistol Dam Drainage,"At Fielding Rd.,",46.43281989,-81.09785436,I,1988,1989,2,0
14002808302,Lilly Creek,"At Southview Dr,",46.45415764,-81.03968298,I,1988,1999,4,8
14002808402,Nolin Creek Tributary,"At Granite Street,",46.50085477,-81.01363998,I,1989,1993,4,1
14002808502,Meatbird Creek,"At Golf Course Rd., ,",46.44468814,-81.13813898,I,1989,1996,7,1
14002808602,Meatbird Creek,"At New Hwy 17,",46.42932902,-81.13538448,I,1989,1996,7,1
14002808702,Onaping River,"Reg. Rd 8,  (Old Hwy 544)S. Of Levack,",46.63643902,-81.39262173,I,1993,1996,4,0
14002808802,Spanish River,"Boat Ramp Off Old Webbwood Rd, ,Espanola",46.26796089,-81.77917323,I,2003,2005,3,0
14002808902,Lily Creek,"Paris St,  Outlet Of Ramsey Lake,  Sudbury,",46.47268839,-80.99619573,A,2007,2021,15,0
14002809002,Vermilion River,"Vale Rd,  W Of Lively,",46.43383014,-81.28167248,A,2007,2021,15,0
14002809102,Levey Creek,"Northwest Bypass,  Outlet Of Whitewater L,",46.52354214,-81.19623523,A,2007,2021,15,0
14003500102,Whitefish River,"Highway 6 Whitefish Falls,",46.11288252,-81.72942886,I,1972,1976,5,0
15000100110,County Road Ditch,"Polymer Corp Sarnia Left Side,",42.94810001,-82.42773998,I,1965,1975,11,0
15000100210,County Road Ditch,"Polymer Corp Right Side,",42.94742001,-82.42802998,I,1965,1975,11,0
15000200102,Talford Creek,"At Highway No 41 Sarnia,",42.90387839,-82.45763311,I,1964,1986,13,10
15000200202,Talford Creek,"At Lasalle Rd.,",42.91242614,-82.45154536,I,1986,2005,2,18
15000600102,Clay Creek,"At Moore-Sombra Township Line,",42.76566889,-82.41955886,I,1978,1979,2,0
16000000101,Erieau Canal,"At Erieau,",42.26105476,-81.90648373,I,1970,1971,2,0
16000100102,Big Creek,"At Highway No 18 County Of Essex,",42.06388251,-83.07665873,I,1964,1982,10,9
16000100202,Big Creek,"At Malden Twp.Conc.2-3,",42.08735051,-83.08255336,I,1982,1996,15,0
16001800102,Cedar Creek,"At Highway 18 A,",42.01169714,-82.78105211,I,1964,1971,8,0
16001800202,Cedar Creek,"Essex Cnty Rd 20,  0.5Km W. Of Cnty Rd 23,",42.03204214,-82.83151386,I,1981,2020,37,4
16002500102,Selkirk Drain,"At Co.Rd.20 2 Miles S-E Of Leamington,",42.02479926,-82.59122886,I,1968,1975,8,0
16002700102,Sturgeon River,"Sturgeon River,  Cnty Rd 20,  Se Of,Leamington",42.03252989,-82.56499711,A,1966,2021,52,4
16003000102,Lebo Drain,"At Essex Co.Road No.37,",42.06649664,-82.51538211,I,1974,1975,2,0
16003000202,Hillman Creek,"15Th Sdrd,  Mersea Twp,  E. Of,Leamington (Ag-13)",42.06090164,-82.54097486,I,1975,1978,4,0
16003000302,Lebo Drain,"Lebo Drain,  Fox Run Rd. E. Of Cnty Rd 37,",42.05544151,-82.50461511,A,2001,2021,21,0
16003200102,Muddy Creek,"Muddy Creek, Deer Run Rd,  1St Bridge,Upstream L. Erie",42.06681089,-82.46573323,A,1966,2021,47,9
16003200202,Muddy Creek,"Muddy Creek,  Mersea Rd 21,  2Nd Bridge,Upstream L. Erie",42.08045514,-82.48914098,A,2003,2021,19,0
16004400102,John Clark Drain,"Bisnett Line,  Between Lagoon Rd And,Fargo Rd",42.29377801,-81.96541798,I,1983,1996,14,0
16005000102,Indian Creek,"New Scotland Ln,  3.5Km W. Of Kent,Bridge Road",42.33006614,-81.89636523,I,1983,1983,1,0
16005000202,Indian Creek,"Sinclair Ln,  1Km S. Of Guilds,",42.33814251,-81.90954861,I,1983,1996,14,0
16005100102,Coleman Drain,"New Scotland Ln,  2Km W. Of Kent,Bridge Road",42.34024914,-81.88189348,I,1983,1996,14,0
16006300102,Sixteen Mile Creek,"Pioneer Ln,  Dwnstrm Rodney,",42.55561951,-81.67686923,I,1964,1996,28,5
16006300202,Sixteen Mile Creek,"Talbot Trail,  W. Of New Glasgow,",42.51777839,-81.63326711,A,2003,2021,19,0
16006600102,Brock Creek,"Thomson Ln,  3Km S. Of West Lorne,",42.57803076,-81.59801823,I,1968,1996,24,5
16007200102,Dutton Drain,"Silver Clay Line,  3.5Km S. Of Dutton,(Also Known As Mckillop Drain)",42.63216426,-81.49352811,A,1968,2021,49,5
16008000102,Talbot Creek,"Fingal Ln,  Port Talbot,",42.64507014,-81.35969936,I,1964,1971,8,0
16008000202,Talbot Creek,"Erin Ln,  Dunwich Twp,  S. Of Iona,",42.65891939,-81.38228648,I,1972,1975,4,0
16008700102,Kettle Creek,"At Bridge Street Port Stanley,",42.66519239,-81.21395623,I,1964,1975,12,0
16008700202,Kettle Creek,"At Railway Trestle Below St Thomas Stp,",42.76453114,-81.20081086,I,1964,1971,8,0
16008700302,Kettle Creek,"Elgin Rd 52,  Ron Mcneil Ln, ,W. Of Dalewood Rd",42.81206864,-81.18344786,I,1969,1989,12,9
16008700402,Dodd Creek,"First Concession North Of Highway 3,",42.81632189,-81.27838586,I,1969,1995,25,2
16008700502,Dodd Creek,"Lyle Rd,  W. Of St. Thomas,",42.78717564,-81.26732786,A,1971,2021,25,26
16008700602,Beaver Creek,"Pond Outlet,  Mill Rd,  Dwnstrm Of Union,",42.70747901,-81.19759173,A,1971,2021,43,8
16008700702,Kettle Creek,"First Concession South West Of Belmont,",42.87363589,-81.10261861,I,1971,1995,25,0
16008700802,Kettle Creek,"First Concession Downstream Of St Thomas,",42.72215051,-81.23618136,I,1972,1975,4,0
16008700902,Kettle Creek,"At County Road 26 St Thomas,",42.78465964,-81.20154498,I,1973,1981,9,0
16008701002,Kettle Creek,"Elgin Rd 27,  Sparta Ln, ,N. Of Port Stanley",42.69273176,-81.21758436,A,1975,2021,39,8
16008701102,Kettle Creek Tributary,"2 Miles East Of Union,",42.70565551,-81.14848423,I,1975,1978,4,0
16008701202,Kettle Creek,"At Elgin County Road 45,",42.73648914,-81.21420236,I,1975,1995,21,0
16008701302,Dodd Creek,"At Highway 3 St Thomas,",42.78550276,-81.21738836,I,1975,1982,8,0
16008701402,Tributary To Dodds Creek,"At Middlesex Co.Rd.35 East Of Glanworth,",42.86455651,-81.21955273,I,1977,1979,3,0
16008701502,Kettle Creek,"At County Road No 31 North Of St Thomas,",42.81367439,-81.17260573,A,1978,2021,36,8
16008701602,Kettle Creek,"At Elgin Co.Road No.16 St.Thomas,",42.77790339,-81.21384773,I,1982,1995,14,0
16009700102,Catfish Creek,"At Highway 73,",42.66159464,-81.01538823,I,1964,1971,8,0
16009700202,Catfish Creek,"First Concession West Of Aylmer,",42.77397314,-81.00883598,I,1971,1975,5,0
16009700302,Catfish Creek,"At Conc Road 2 Miles East Of Sparta,",42.70245651,-81.04583523,I,1972,1995,24,0
16009700402,Catfish Creek West,"Helkaa Line,  Confluence Of East,And West Branches",42.79065439,-81.07701198,A,1975,2021,12,35
16009700502,Catfish Creek,"Hwy 3,  Talbot Ln,  W. Of Orwell,",42.77555051,-81.04292436,A,1975,2021,28,19
16009700602,Catfish Creek,"At Elgin County Road No 40 Glencolin,",42.79258451,-80.93161523,I,1976,1995,20,0
16009700702,Catfish Creek,"At County Rd.10 South Of Brownsville,",42.84479139,-80.83512486,I,1976,1980,5,0
16009700802,Catfish Creek,"Rush Creek Ln,  Upstrm Port Bruce,",42.67557389,-81.03765061,A,2003,2021,7,12
16009900102,Silver Creek,"Nova Scotia Ln,  Elgin Rd 42, ,E. Of Port Bruce",42.67528676,-80.95296561,A,2003,2021,7,12
16010900102,Big Otter Creek,"1000 Ft Below Port Burwell Bridge,",42.64895876,-80.80702948,I,1964,2000,9,28
16010900202,Big Otter Creek,"At Bridge North Of Village Of Vienna,",42.68671814,-80.79280873,I,1966,1971,6,0
16010900302,Big Otter Creek,"At Potter Road North East Of Tillsonburg,",42.87544039,-80.68526686,I,1966,1971,6,0
16010900402,Big Otter Creek,"9Th Line Bayham Town Line,",42.79740064,-80.78117023,I,1972,1995,24,0
16010900502,Big Otter Creek,"At Highway 19 Southern Bridge Vienna,",42.67725889,-80.79222011,I,1972,1995,24,0
16010900602,Little Jerry Creek,"Hwy 3 East Of Aylmer Ag-15,",42.77875464,-80.85218186,I,1974,1974,1,0
16010900702,Big Otter Creek,"Maple Dell Rd,  E. Of Base Line,",42.96592451,-80.54252573,A,1980,2021,36,6
16010900802,Big Otter Creek,"Calton Ln,  Calton,",42.71094901,-80.84016061,A,2002,2021,20,0
16010901002,Spittler Creek,"Milldale Rd,  W. Of Otterville,",42.93289214,-80.66202373,A,2002,2021,20,0
16011000102,South Otter Creek,"At New Lake Road East Of Port Burwell,",42.64512901,-80.79280961,I,1964,1971,8,0
16011100102,Clear Creek,"At County Road 9 Houghton Township,",42.58190376,-80.58951136,I,1964,1976,13,0
16012400102,Big Creek,"At Highway 59 County Of Norfolk,",42.60153814,-80.45406386,I,1964,1989,10,16
16012400202,Big Creek,"At Western Ave.Delhi,",42.85389851,-80.50353248,I,1982,2019,9,30
16012400302,Big Creek,"Norfolk County Road 42,",42.59450739,-80.48562086,I,1972,2000,22,7
16012400402,Big Creek,"At Highway No 3 West Of Delhi Ag-2,",42.85411801,-80.51765986,I,1974,1974,1,0
16012400502,Venison Creek,"Conc 8,  Walsingham Twp, ,S. Of Langton (Ag-2)",42.67521476,-80.59939423,I,1975,1977,3,0
16012400602,Venison Creek,"At Conc.11 North Walsingham Township,",42.72021601,-80.63073423,I,1975,1976,2,0
16012400702,Venison Creek,"At Middleton North & Walsingham Twp.Line,",42.76778839,-80.63069223,I,1975,1976,2,0
16012400802,Venison Creek,"At Dam Near Hazen Road Middleton Twp.,",42.77190851,-80.62822061,I,1975,1976,2,0
16012400902,Big Creek,"At William Street Delhi,",42.85067901,-80.50844673,I,1979,1995,14,3
16012401002,Big Creek,"1St Conc Walsingham Twp,  West Of Hwy 59,",42.61026751,-80.51489698,I,2001,2002,2,0
16012401102,Big Creek,"Conc 7,  W. Of Hwy 59,  Nw Of Walsingham,",42.68582701,-80.53842473,A,2002,2021,20,0
16012401202,Big Creek,"Conc 2 Windham Twp,  S. Of Kelvin,",42.98725914,-80.44485811,A,2002,2021,20,0
16012401302,Venison Creek,"Reg Rd 60,  W. Of Springarbour,",42.65337501,-80.54849923,A,2002,2021,11,0
16012401402,Trout Creek,"Massecar Rd,  W. Of Pine Grove,",42.77903976,-80.47588386,A,2002,2021,20,0
16012600102,Dedrich Creek,"At Front Road Walsingham South Township,",42.61398151,-80.46016586,I,1964,1995,24,8
16015900102,Lynn River,"At Highway 6 Port Dover,",42.78598876,-80.19772911,I,1964,1982,18,1
16015900202,Lynn River,"At Lynn Valley Rd. Dnstr. Of Simcoe Stp,",42.81285876,-80.27768886,I,1969,1980,12,0
16015900302,Lynn River,"Decou Rd,  Simcoe,",42.82338026,-80.28892861,A,1975,2021,33,14
16015900402,Lynn River Tributary,"At Queensway East,  Hwy 3 Simcoe Ul-18,",42.84663551,-80.30467886,I,1975,1975,1,0
16015900502,Kent Creek,"South Of Cedar St Simcoe Ul-19,",42.84037614,-80.32048486,I,1975,1975,1,0
16015900602,Tributary Of Davis Creek,"Norfolk St North Of Simcoe Ul-17,",42.85625164,-80.31199986,I,1975,1975,1,0
16015900702,Patterson Creek,"Norfolk Rd.34 E.Of Park Rd.Simcoe Ul-16,",42.85403264,-80.32833636,I,1975,1975,1,0
16015900802,Lynn River,"At Victoria Street Simcoe,",42.83450726,-80.29927748,I,1977,1995,12,7
16015900902,Lynn River,"At Queen Street Port Dover,",42.79831676,-80.21357611,I,1981,2000,8,12
16015901002,Kent Creek,"Hwy 3,  W. Of Simcoe,",42.83520639,-80.36721761,A,2002,2021,20,0
16016200102,Foley Creek,"First Road Upstream From Lake Erie,",42.78774826,-80.14010736,I,1975,1978,4,0
16016300102,Centre Creek,"At First Road Upstream From Lake Erie,",42.79096689,-80.10464786,I,1976,1995,18,2
16016400102,Nanticoke Creek,"Reg Rd 3 Nanticoke,",42.80999326,-80.07650586,A,1964,2021,52,6
16016400202,Nanticoke Creek,"At County Road 27 And 32,",42.88236376,-80.13726336,I,1975,1995,14,7
16016400302,Nanticoke Creek,"At Township Road 7 East Of Dam Waterford,",42.94010389,-80.27262511,I,1975,1995,13,8
16016400402,Nanticoke Creek,"At Highway No 6 South West Of Jarvis,",42.86453714,-80.12519973,I,1977,1995,11,8
16016400502,Nanticoke Creek,"At Regional Road No 5 Nanticoke,",42.93220076,-80.24772998,I,1977,1995,12,7
16016400602,Nanticoke Creek,"Lot 23 Conc.11 Former Twp.Of Townsend,",42.90665939,-80.15759673,I,1977,1995,11,8
16017000102,Sandusk Creek,"At County Road No 34 Woodside Park,",42.80944139,-79.96881148,I,1964,2001,13,25
16017000202,Sandusk Creek,"At Haldimand County Road No 11,",42.82378326,-79.99373973,I,1978,1995,8,10
16017000282,Sandusk Creek,"At Haldimand County Road No 11,",42.82378326,-79.99373973,I,1975,2000,5,21
16017000302,Sandusk Creek,"First Bridge Downstream Of Jarvis Lagoon,",42.87334101,-80.10151948,I,1975,1995,13,8
16017000402,Sandusk Creek,"At Hwy 3 3.4 Miles East Of Hwy 6,",42.89325114,-80.04990223,I,1975,1995,5,16
16017000502,Sandusk Creek,"At Lot 12 & Conc 9,",42.94432514,-80.14128011,I,1984,1995,9,3
16017000602,Sandusk Creek,"Brooklyn Sideroad,  S. Of Rainham Road,",42.81906664,-79.98814786,I,2001,2002,2,0
16017000702,Sandusk Creek East,"Reg Rd 3,  East Of Reg Rd 62,",42.82528351,-79.98436336,I,2001,2001,1,0
16017300102,Stoney Creek,"At Selkirk Road Rainham Township,",42.82869151,-79.92998186,I,1964,1976,13,0
16018400102,Grand River,"Rymer Road Port Maitland Left Top,",42.85814226,-79.57675023,I,1964,1988,9,16
16018400202,Grand River,"Rymer Road Port Maitland Centre Top,",42.85799864,-79.57620386,I,1964,1970,7,0
16018400302,Grand River,"Rymer Road Port Maitland Centre Bottom,",42.85784576,-79.57630011,I,1964,1970,7,0
16018400402,Grand River,"Rymer Road Port Maitland Right Top,",42.85791276,-79.57582473,I,1965,1983,8,11
16018400502,Sunfish Creek,"At Hill Street Dunville,",42.90119639,-79.60810061,I,1964,1977,14,0
16018400602,Grand River,"At End Of Road To Canfield Junction,",42.92591226,-79.71433461,I,1965,1983,8,11
16018400702,Seneca Creek,"At Kincardine Street Calidonia,",43.06923351,-79.93723073,I,1964,1977,14,0
16018400802,Grand River,"Downstream From Canada Glue Co Brantford,",43.13696101,-80.21799473,I,1964,1969,6,0
16018400902,Nith River,"Grand River St N,  Brant Cnty Rd 75, Paris,",43.19220801,-80.38291848,A,1964,2021,58,0
16018401002,Grand River,"Glen Morris Rd,  Glen Morris,",43.27897714,-80.34338873,A,1964,2021,58,0
16018401102,Grand River,"First Bridge Downstream Galt Stp Ul-22,",43.31746264,-80.31437198,I,1964,1998,17,18
16018401202,Grand River,"Fountain St S.,  Blair,",43.38660089,-80.38680186,A,1964,2021,58,0
16018401302,Speed River,"At Beaverdale Bridge Dnstr.Of Hespeler,",43.42216326,-80.33269748,I,1964,1978,15,0
16018401402,Speed River,"At First Street Below Guelph Stp,",43.50241601,-80.25394523,I,1966,2017,7,45
16018401502,Grand River,"Bridge St,  Bridgeport,",43.48180126,-80.48175198,A,1964,2021,58,0
16018401602,Canagagigue Creek,"Woolwich Twp Rd 29,  Dnstrm Elmira Stp,",43.58474839,-80.53462448,A,1966,2021,56,0
16018401702,Conestogo River,"At Conestogo C.A. Dam,",43.67544576,-80.71585873,I,1965,1979,15,0
16018401802,Grand River,"At Belwood Lake Outlet Dam,",43.73446076,-80.33709961,I,1965,1971,7,0
16018401902,Grand River,"At 1St.Bridge Dnstr.Of Luther Lake Dam,",43.96755326,-80.40127836,I,1966,1979,14,0
16018402002,Baden Creek,"At Highways 7 And 8 Baden,",43.39301676,-80.66025898,I,1964,1977,14,0
16018402102,Smith Creek,"At Concession Road 9&10 Milverton,",43.55652151,-80.90332411,I,1964,1970,7,0
16018402302,Blue Springs Creek,"At 3Rd Line Road Nassagaweya Township,",43.57605976,-80.10913748,I,1968,2005,4,34
16018402402,Grand River,"Blossom Ave Bridge Newport,",43.09956539,-80.24046036,I,1969,2007,34,5
16018402502,Alder Creek,"At New Dundee Dam,",43.35321701,-80.53466173,I,1970,1971,2,0
16018402602,Alder Creek,"At Mannheim Bridge,",43.39758601,-80.54922211,I,1970,1996,27,0
16018402702,Grand River,"Cocksutts Bridge,  Erie Ave,  Brantford,",43.10974339,-80.24491061,A,1970,2021,49,3
16018402802,Grand River,"At Highway No 7 Breslau,",43.47961789,-80.42241836,I,1970,1998,28,1
16018402902,Conestogo River,"Waterloo St. Reg Rd 22,  Sw Of Conestogo,",43.52485176,-80.51439923,A,1970,2021,52,0
16018403002,Laurel Creek,"At Mouth Bridgeport,",43.48278914,-80.48150173,I,1970,1998,10,19
16018403102,Nith River,"First Bridge Downstream From Plattsville,",43.29132876,-80.61572811,I,1970,1979,10,0
